	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
80428	13540	B00BGYR0LG	A3MSGBIPM8E99N	Toys & Games	2	Like many young girls, shes obsessed with collecting rocks, and she daydreams of being a paleontologist.	0.0					16
53841	9270	B002GZ68UI	AR6LNCQNJ8FRV	Baby	4	The great thing is that its fluffy on both sides but theres no fibres coming off it.	0.0					17
23363	4091	B0006OHVK2	A3GHV54CDBCKO4	Musical Instruments	3	Overall good strings, good sound -- this set simply didnt last very long.	0.0					12
57814	9923	B0035534P0	A2OBDNQ5ZYU1L8	Tools & Home Improvement	9	The bit collection is great.	0.0					5
49271	8482	B001O9F6M8	AW4JE5JOOO930	Baby	1	Let me start by saying, this totally works.	0.0					8
64176	10926	B00466HLXI	A29J3SX31FB2HN	Musical Instruments	5	Great buy!	0.0					2
62062	10618	B003VLG4PK	A1SF2V18FFMCTX	Baby	1	I just had my first child, so cloth diapering is new to me.	0.0					13
76643	12933	B008BPI2HE	A14JBDSWKPKTZA	Musical Instruments	32	The way each of them mount and dismount to the guitar does make me lean more strongly to the Planet Waves.	0.0					21
55874	9609	B002UD660S	A1EOL1UNHCQ2OK	Baby	2	They are very thin and soft, so can be used even without the bassinet sheet.	0.0					15
2118	323	B00002231Y	A3APNU4Z5K462V	Tools & Home Improvement	1	Well I had this saw for 10 years now and I love it.	0.0					12
62009	10606	B003UPDVG2	A3TQVG5GIFYF09	Baby	4	I much prefer the kind that has the written yellow measurements on the side.	0.0				before	14
66447	11290	B004L2JJA0	A39RL9O9N83W5	Baby	3	It has clips where you can attach the top to window rim so when you roll up window it holds shade in place and also comes with suction cups to hold the top of shade on window.	0.0					37
78448	13232	B009OVTE4Y	A3BZG3ALVRN4BM	Sports & Outdoors	3	Havent tried if it bites.	0.0					5
55102	9470	B002PN4Z8S	A27PDPYP73V64U	Tools & Home Improvement	2	Much better than the market leader, Malibu.	0.0					7
34428	6051	B000O7SNU8	AHWFNFBBA8E9K	Baby	4	I wish they came in king-size!	0.0					5
51023	8764	B001U8L1Y0	A1CTAGLV73QYH8	Sports & Outdoors	6	It has the capacity that I was looking for.... just not the quality.	0.0					13
31403	5484	B000IEFIBO	A1TVFEIAK9EMID	Tools & Home Improvement	22	I modified both of them by smoothing the collets for better grip.	0.0					12
78568	13262	B009V5HXGO	A16RULIGE8YHTK	Sports & Outdoors	6	But it is a nice piece of gear.	0.0					8
77010	12982	B008HCZME2	AJVASZTAOXEQH	Toys & Games	4	It is much, much easier to clean than the steam roller, so theres less worry about colors getting mixed, if you care about such things.	0.0					25
56197	9653	B002VECGT6	A2Y29IRSI08F0I	Toys & Games	1	I wish I would have bought my kids the original Operation.	0.0					11
21104	3701	B0002H02IG	A2LBHMQ3142G3S	Musical Instruments	7	I have not had to replace mine.	0.0					7
51954	8936	B0024O0W94	A4G0OC68P7DAE	Sports & Outdoors	1	Hey, what can I say, it kept all the nasty stuff where it belonged and was easy to tie up and dispose of!	0.0					23
68483	11613	B004W1T8YW	A034597326Z83X79S50FI	Toys & Games	3	Happened again with one of the doors on the second one I bought to replace the first.	0.0					17
69265	11732	B0051DSKSA	A1E8PWW106DRBE	Tools & Home Improvement	4	The third one still works but Im sure it will fail soon too.	0.0					13
29731	5185	B000G9WK5I	A19YOYY7FLQMA6	Tools & Home Improvement	15	These accessories are great for organizing your contents, and Im glad Sentry sells them separately as nothing comes with this safe- just the safe itself.	0.0				after	24
68679	11647	B004XODIOE	A3FOYAMCBA9BA6	Toys & Games	5	This set is very durable and fun.	0.0					7
63089	10766	B00413Q59C	AZKWPIG6RXKNG	Toys & Games	2	Really, without even trying.	0.0					4
66064	11232	B004IEBT9A	AZJUORYXG3OGO	Baby	15	My baby has a long torso and chunky thighs, so I will need to buy the bigger size for her really soon.	0.0					22
40450	7055	B0012SXXK8	A30HYKFL7ERFE7	Sports & Outdoors	11	Unfortunately, it was pointing right at his face.	0.0					8
9530	1480	B0000AS7W2	AJ8CBMFSPRKQU	Sports & Outdoors	20	I get very bored with exercising, I wanted something that seems fun, easy to do and gets my whole body working, this does that!	0.0					24
60531	10367	B003IHUXBS	A2OTFJUMQF12ZC	Toys & Games	7	If you are looking to buy this, you probably already have Alphie and understand his limitations/issues.	0.0					15
18052	3089	B0002E5518	A2NYK9KWFMJV4Y	Musical Instruments	1	One thing I love about this extension bar is it will fit over the relatively large diameter down tubes on my hi-hat stands.	0.0					22
70177	11874	B005CQ1N80	A1SPTXH7BCFI99	Tools & Home Improvement	6	I have other Makita tools, which are great, but this one takes the cake.	0.0					14
11857	1930	B0002CZUUG	A15TYOEWBQYF0X	Musical Instruments	11	I paid a lot more for the Gibson and 149 bucks for this Epiphone.	0.0					13
29320	5113	B000FN2FI2	A175TVQLNLP30	Toys & Games	5	The small size is perfect for small hands!	0.0					8
4791	684	B00004T9KU	A3PY28N30RWXK4	Tools & Home Improvement	22	Do yourself a favor and buy a good bi-metal blade if you plan to cut anything harder than aluminum.	0.0					18
43242	7494	B0018DLRVO	A1ZQX6UHOEUT2A	Sports & Outdoors	2	This sack compresses down to a convenient size that is much smaller than the stuff sacks included with the tent and vestibule.	0.0					22
77379	13052	B008RO0434	A1PJKGNMUEGEWO	Toys & Games	3	That was until I read some bios in a Star Wars pedia.	0.0					12
77704	13101	B008YOENNY	A35KQOGQNFWV35	Tools & Home Improvement	7	It is probably a third lighter than my nailer and more compact that makes it easier to use in closed or inconvenient  situations.	0.0					23
69510	11765	B0052MIL4S	A12ESGQ81M70JX	Tools & Home Improvement	3	I used to have a red set of tools, which worked fantastic, and only bought there when the red team did not offer affordable replacement battery packs, and made it so expensive, you were better off buying new tools, which really turned me off to their products.	0.0					47
66539	11302	B004LJ8N78	A1ZU55TM45Y2R8	Sports & Outdoors	13	The animations on the phone are smooth and the call quality isnt great but is acceptable.	0.0					16
8480	1308	B00008ODBG	A2YW7Z8V5JEAE3	Baby	2	This warmer has been plugged in and used for over a year now and it is still awesome.	0.0					18
74462	12566	B007927AGY	A1WP940JZL83T7	Toys & Games	7	I had bought one to use with it and ended up with two!	0.0					13
76133	12860	B00845ZYRC	A17SL395LGMOXO	Baby	2	It came in a timely fashion and was shipping right away.	0.0					11
75745	12799	B007Z0JBM6	ARVGNAJ4PC6TK	Baby	1	My 6-month loved playing the piano on Daddys iPad but was getting too rough with it, so we needed an alternative.	0.0					20
59875	10256	B003DW5KH0	A3G1ORA0ARHOOI	Sports & Outdoors	2	Use it in my Gamo Silent Cat and it buries itself deep into a piece of plywood.	0.0					17
63240	10785	B00421AGHA	A1KMG1AIUS00DC	Toys & Games	7	The cards contain a lot of questions, so the game should retain its freshness for some time.	0.0					17
41861	7273	B0015R6UXI	ASEYZYO85DOTA	Toys & Games	9	The water cannon merely dribbles the water out towards the fire targets as opposed to shooting it an acceptable distance (at least 2-3 inches would be nice).	0.0					26
19305	3316	B0002GJ6FC	A39RL01WOC0Q0Q	Musical Instruments	2	youd be better off with a couple of books and a towel.	0.0					12
48916	8432	B001N44UXA	A1JZGWRAICAUHN	Baby	2	Easy for parent to go in and out of and the little ones to stay out.	0.0					16
446	72	158994206X	A3PE6N1GDP2XJ8	Toys & Games	28	The Imperial strategy card is quite bad.	0.0					7
19958	3459	B0002GOJZO	AKHWZ3S1UVZAO	Musical Instruments	4	Whatever I didnt like about them got drowned out when I tried electric.	0.0					13
10143	1613	B0000CCXTV	A2SO8WBN1HALLD	Tools & Home Improvement	2	Tolerances are appropriate to the task (neither too tight or too generous).	0.0					12
46294	8005	B001ECRZOM	ANB0OKIDLNTZ	Sports & Outdoors	6	I like the clip, as it can clamp over odd shaped handlebars, or even over brake cables close to the bar.	0.0					21
7210	1096	B000068NW5	A1EUO0BU72JR7T	Musical Instruments	1	Seems sturdy enough, and no noise issues, so Im pretty much satified with it; it doesnt leave the house so Im not asking it to handle a lot, but with reasonable care it should last a while.	0.0					37
62189	10642	B003VWKPHC	A2D0F87RY5YMHN	Musical Instruments	6	If you have it on the MIC than you can tune many instruments all at once if you wish.	0.0					19
78786	13290	B00A34P5J4	A16AF8BFMCVOWW	Tools & Home Improvement	7	I press again and again and then it finally turns on.	0.0					11
77476	13064	B008TML9BU	A1K1XKNEZK8U82	Baby	3	My only complaint is that it is quite expensive for what it is.	0.0					13
28842	5017	B000F95A4W	A2Q56N1099X4IF	Tools & Home Improvement	3	We have had many different lights in the past but this one we keep coming back to	0.0					17
79334	13379	B00AJSJ1AI	AL0PZGPY007S7	Baby	1	I recently ordered this high chair for our six month old daughter.	0.0					12
17440	2999	B0002E3CHC	A1WSFFFG0SL1XJ	Musical Instruments	6	I will stay on with the EXP16 right now!!..	0.0					8
83585	13952	B00HCSYQVM	A2KMV056844YV2	Baby	4	I highly recommend this nursing pillow for mothers and their precious babies.	0.0					12
45963	7960	B001DT9MUQ	A1SYRTYEFWKVJ3	Sports & Outdoors	5	I use this on just about anything and can take it off and put it on something else if i dont like it.	0.0					23
45508	7895	B001CWZGSQ	A215IN14OKAE2T	Sports & Outdoors	3	The velcro strips are a bit long, so it whould bit most any bike.	0.0					14
30075	5251	B000GKW6FQ	A2QAVJS6KLSNJH	Toys & Games	5	The other reviews say it all.	0.0					6
38677	6781	B000XF04LM	A2B6QDHAHWFOI7	Tools & Home Improvement	1	If you are looking for safety shoes with comfort and durabilty these are in that class.	0.0					16
39730	6944	B0010EBF9K	AQC3SPEFPAX1M	Sports & Outdoors	3	I would recommend the Champion T-Shirts.	0.0					5
34184	6013	B000NVAVTG	A2I8B933VKB689	Baby	13	Very disappointing experience.	0.0					3
50833	8746	B001TZ0NYS	A3NWN21HH5CEWZ	Baby	5	This is what Ju Ju Be claimed The Major is.	0.0					10
28562	4970	B000EW80Q0	A3GT2EWQSO45ZG	Tools & Home Improvement	93	W sends a signal to the furnace to turn on the heating element / burner.	0.0					14
71028	12001	B005JR5QFI	A17KIHGFF2RJZ	Toys & Games	2	Good quality.	0.0					2
26319	4598	B000BMBU7O	A2T9K9Q87NC8DP	Baby	2	This one did not impress me.	0.0					6
8430	1298	B00008BFZH	A1KAUAZIYQ6FRV	Toys & Games	4	:) For all our young engineers this is perfect.	0.0					8
24126	4221	B0007VYL3Y	A3JN96R8ZQ4X0P	Tools & Home Improvement	1	Of the several Kreg videos I own, I think I like this the best.	0.0					14
28670	4988	B000F2JZKO	A3KZV3WIH9MIK3	Toys & Games	2	It shows on Amazon for over $500, definately not worth it.	0.0					10
78281	13200	B009GDHYPQ	A3AUA3XA2X02VQ	Tools & Home Improvement	4	Once it has gone through its learning any changes you make carry less weight unless they are repeated often enough for the thing to learn the new behavior.	0.0					28
54029	9300	B002I7J7LQ	A3DUWATQEKWLTY	Tools & Home Improvement	1	for a contractor who uses this for cleanup everyday,its surprisingly effective for our needs and the value was terrific... we would def buy more as nec	0.0					27
8705	1347	B000096LWX	AU7TBMZWVLTS1	Baby	4	I have a Sony DVD player that is 1.5 inches high and the short side of the guard is 2.25 inches high.	0.0					20
1493	233	B00000IV3U	A3LOVYOYGXZEZV	Toys & Games	3	The colors are deep, and the loops not quite as stretchy, but thats because they are made of a more durable material than the others.	0.0					25
79815	13458	B00B1MP30S	A1N3ICO0066BS6	Toys & Games	3	The details on the figures are clean, as in the paint isnt spreading off into other areas.	0.0					17
75196	12698	B007P5551W	A32TPC1X0M5EK7	Sports & Outdoors	9	Whoever made it really knew what they were doing.	0.0					9
52945	9113	B002AX5IAW	AO2GWLCE9HXA3	Baby	7	(probably can make something more interesting anyways).	0.0					7
47814	8214	B001H31HV0	A3Q4TYJVAM4IRM	Sports & Outdoors	4	The Orbit isnt cheap but is the smallest/lightest unit in its class that I could find, with a reasonable lumens rating.	0.0					20
57810	9923	B0035534P0	A2OBDNQ5ZYU1L8	Tools & Home Improvement	5	This seems like a good kit for occasional household chores.	0.0					10
22320	3931	B0002YDPTW	A3GKPMHV4U64IY	Toys & Games	4	The crane is used to move freight (2 included) from a vehicle, to the luggage track and back again.	0.0					18
72853	12294	B006EI5V7O	A3EXIZWHSNVNME	Tools & Home Improvement	3	Im hyper sensitive to smells so maybe Im being too harsh but I was hoping for near elimination.	0.0					18
82190	13799	B00DQ9RM2Q	A2RTCTTNROH03O	Toys & Games	4	First of all, as soon as these came out of the box, I charged each one for an hour long as the directions described.	0.0					24
36875	6491	B000THH76Y	A11KGAS1DM5GZU	Toys & Games	2	"""I have 2 boys, now ages 9 and 4, but we have had the """"sports guys"""" for years; the hockey guys are the newest additions to our collection."""	0.0					25
56794	9745	B002YX011E	A19SYRKLL6PD4R	Toys & Games	36	But now... with Eccleston, Tennant, and now Smith....	0.0					8
60804	10427	B003LH16ZW	AH3YDMM67FS3S	Toys & Games	2	I bought these for my 2 great granddaughters for their visit so they would have something to do.	0.0					17
64275	10941	B0046QU5EK	AE7WZ5DBOH8WO	Toys & Games	24	I did not test to verify that, as it seems like a useless peripheral to me anyway.	0.0					17
58119	9966	B0036AWTDM	A2YZA9P0YQLOO	Toys & Games	46	Im also glad we went with Sam rather than a vinyl doll, since Sam is so snuggly.	0.0					17
27650	4840	B000E7SY16	A5X6PJANY4XW4	Tools & Home Improvement	4	Cord is molded into the plastic hook.	0.0					7
44594	7724	B001B72W0C	A1QT3RLFU5XKQV	Sports & Outdoors	2	The magazines fit tightly, requiring some effort to remove, though I suspect that will resolve itself over time.	0.0					18
5708	840	B000056JHP	A2A4T3NHN1P5ZS	Baby	5	My center seat has just the lap belt and it was easy to secure the base.	0.0					16
2134	326	B00002232S	A2F2N77I5J45RQ	Tools & Home Improvement	1	This tool does a great job doing what it is designed to do.	0.0					13
44158	7658	B001AN7NK6	A1VOOMCI2NPZ8Y	Sports & Outdoors	15	Pros:LightweightDurableGood flame outputStrong pot holdersCons:Simmer adjustment can be trickyOverall 4 stars for a great product thats worth every penny of the price.	0.0					23
12086	1943	B0002CZUUG	A3KBFCPNQ58YK4	Musical Instruments	4	"Second, if they do decide to stick with playing guitar and eventually own a ""better"" or more high end guitar, Mexican made teles or strats are great back up guitars for stage use."	0.0					33
67902	11518	B004SQSU6I	A1HI4VM5Q4LUET	Tools & Home Improvement	9	You will be able to tell if the suction is coming loose because the arrows on the button will become visible letting you know it is about to fall off.	0.0					30
10010	1590	B0000C50SR	A1U4JWHUO6QDVP	Sports & Outdoors	33	There are actually smaller size HKS 22LR six-shot speedloaders, but I dont know if they make a small size case for these also.	0.0					21
870	122	1616616768	A3VSBJEA4KBGBP	Toys & Games	16	I liked it so much that I bought 4 of them (I probably wont use more than 1-2 at a time, but I figure better too many than too few).	0.0					28
71193	12023	B005L3N2KG	A204XUDCHF069U	Sports & Outdoors	16	I cant stand sleeve cuffs that stay poofed after you pull them up and then back down again.	0.0					18
20977	3672	B0002GZM00	A2IBPI20UZIR0U	Musical Instruments	4	I recommend it!	0.0					3
31182	5445	B000I618NY	A3T7V207KRDE2O	Tools & Home Improvement	13	But for $100 we can buy a lot of soap, water and rags and do a better job.	0.0					17
65324	11103	B004EBUCKE	A25L5YZNUZHON6	Tools & Home Improvement	22	With the battery operated version, it is easy enough to carry extra batteries.	0.0					13
70565	11923	B005FIFM14	A1A15ECLHM9BQY	Musical Instruments	10	I got a cheap rubber stamp made with my URL for about $10 online, and make my own business card picks now.	0.0					21
